id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21814812,Stunning East Village 1 b/r w.elevator & laundry,11984140,Emma,Manhattan,East Village,40.72941,-73.97916,Entire home/apt,210,28,2,2019-05-01,0.65,1,78
21814906,Live/Work East Williamsburg Loft,6502688,Bryan,Brooklyn,Williamsburg,40.70592,-73.93513,Entire home/apt,165,2,7,2019-02-03,0.37,1,0
21815771,Cozy Affordable room in Brooklyn,158920456,Diego,Brooklyn,Bedford-Stuyvesant,40.6786,-73.9255,Private room,40,1,13,2019-06-30,0.65,1,184
21815831,Private Master BedRoom with Private bath in NYC,24528756,Hamza,Manhattan,Hell's Kitchen,40.76617,-73.9883,Private room,170,1,3,2017-11-26,0.15,1,0
21815842,Spacious 2 bedroom in beautiful Clinton Hill,1931990,Yarden,Brooklyn,Clinton Hill,40.68859,-73.96035,Entire home/apt,93,3,2,2018-05-11,0.13,1,0
21816278,Big Sunny Room in Bedstuy/Clinton Hill Brownstone,48960226,Julia,Brooklyn,Bedford-Stuyvesant,40.69065,-73.95469,Private room,47,1,5,2018-03-08,0.25,1,0
21816442,Cosy and Bright Apartment in Downtown Brooklyn,48159029,Evie,Brooklyn,Bedford-Stuyvesant,40.69179,-73.95915,Entire home/apt,200,1,0,,,1,0
21816519,Large & bright apartment in the West Village,24123958,Elliot,Manhattan,West Village,40.73522,-73.99983,Entire home/apt,175,2,19,2018-09-06,1.03,1,0
21816522,Cozy Private Room in Upper Manhattan,39739038,Stephanie,Manhattan,East Harlem,40.79741,-73.93493,Private room,120,1,3,2018-09-19,0.22,2,179
21816757,Newly Renovated Brooklyn Apartment,159023062,Victoria,Brooklyn,Crown Heights,40.67372,-73.91648,Entire home/apt,70,2,12,2018-12-28,0.61,1,0
21817150,Spacious & Airy Loft Apartment in Williamsburg,35567813,Hilary,Brooklyn,Williamsburg,40.71576,-73.94088,Entire home/apt,175,2,0,,,1,35
21817570,Quiet top floor studio,7412033,Evan,Manhattan,Upper East Side,40.76951,-73.96192,Entire home/apt,105,2,14,2018-05-28,0.71,1,0
21817889,LA COURONNE - Sophisticated Spacious 3 BDRM 2 BTHS,158764663,Daphne & Jonathan,Brooklyn,Crown Heights,40.66505,-73.93875,Entire home/apt,275,2,78,2019-06-11,4.06,1,325
21817961,Enjoy Harlem,66472428,Adrianne,Manhattan,Harlem,40.81029,-73.94344,Entire home/apt,165,3,1,2017-12-14,0.05,1,0
21818110,阳光之家,159027993,Michelle,Queens,Flushing,40.75997,-73.81287,Private room,48,4,14,2019-06-14,0.72,2,171
21818641,Modern 1 BR Hell's Kitchen condo with courtyard,159042433,Alexander,Manhattan,Hell's Kitchen,40.76172,-73.99428,Entire home/apt,195,3,3,2018-12-01,0.16,1,0
21822599,"Sunny,  spacious 2 bdrm in Park Slope w/ parking",18146582,Bert,Brooklyn,Park Slope,40.6789,-73.97909,Entire home/apt,280,4,2,2019-07-05,0.11,1,0
21822611,Bright + Cozy room in Chinatown FOODIE Paradise!,25766360,Darra,Manhattan,Lower East Side,40.71235,-73.99071,Private room,100,21,0,,,1,332
21822619,THE HUGH SUITES 3mins to JFK,1280731,Hugh,Queens,Springfield Gardens,40.66578,-73.77301,Entire home/apt,80,1,214,2019-06-23,10.86,1,307
21822750,*AWESOME PLACE*2 MIN SUBWAY!,159020652,JoaoLinda,Brooklyn,Bushwick,40.68235,-73.90381,Private room,48,2,58,2019-06-30,3.04,1,349
21822768,Central Park apt 7/10-7/18 nyc summer July,3239797,Rachel,Manhattan,Upper West Side,40.79401,-73.9639,Entire home/apt,228,7,1,2018-07-17,0.08,1,0
21823574,Quiet and cozy in Queens and close JFK Airport,159088461,Rudy,Queens,Howard Beach,40.66802,-73.84803,Private room,55,2,0,,,1,363
21823815,SUNNY BROOKLYN VIBES,44232555,Dániel,Brooklyn,Williamsburg,40.70358,-73.93698,Entire home/apt,60,4,2,2018-02-13,0.11,1,0
21823931,Quiet & Bright 1 Bedroom in Downtown Flushing,5962328,Alan,Queens,Flushing,40.75899,-73.82245,Entire home/apt,90,30,3,2019-06-30,0.3,15,281
21824124,Boutique Gowanus Queen Studio,159091490,Melissa,Brooklyn,Gowanus,40.6786,-73.98381,Private room,139,1,82,2019-07-07,4.16,17,355
21824323,Large Sunnyside Apartment 20 min to Times Square,23818224,Michael,Queens,Sunnyside,40.74523,-73.91676,Entire home/apt,95,14,5,2019-05-02,0.26,1,0
21824416,Gowanus Inn Boutique Queen,159091490,Melissa,Brooklyn,Gowanus,40.67721,-73.98444,Private room,129,1,7,2019-06-30,0.36,17,364
21824420,Christmas in the City w/ local vibe,22658012,Kathryn,Manhattan,Hell's Kitchen,40.76633,-73.9875,Entire home/apt,150,4,0,,,1,0
21824734,Gowanus Boutique Queen Studio,159091490,Melissa,Brooklyn,Gowanus,40.67851,-73.98439,Private room,119,1,9,2019-06-30,0.46,17,364
21824864,The Great Room on the Upper East Side,27552154,Sylvia,Manhattan,Upper East Side,40.7627,-73.96225,Private room,90,3,1,2018-01-01,0.05,2,0
21825081,Beautiful apartment in Chinatown / Lower East Side,157967024,Jade,Manhattan,Chinatown,40.71508,-73.99275,Entire home/apt,125,4,5,2019-04-29,0.26,1,0
21825464,Bright Room In 2 Bedroom Flat With Outdoor Patio,13898361,Charles,Brooklyn,Williamsburg,40.71173,-73.96164,Private room,55,1,1,2017-12-30,0.05,1,0
21825573,Beautiful Brooklyn studio,72926334,Iquane,Brooklyn,Bedford-Stuyvesant,40.68437,-73.93132,Entire home/apt,79,1,65,2019-06-17,3.78,3,92
21825897,Studio in Greenwich Village,30185313,Ariel,Manhattan,Greenwich Village,40.73103,-74.00141,Entire home/apt,120,27,4,2019-05-06,0.24,1,153
21825923,"Beautiful, Lovely W. Village Room for Females!",93705483,Andrea,Manhattan,West Village,40.73158,-74.00151,Private room,138,2,92,2019-06-24,4.65,2,60
21826195,Spacious Manhattan Studio - Greenwich Village,27090361,Kaleisha,Manhattan,Greenwich Village,40.73213,-73.99323,Entire home/apt,126,3,2,2017-11-26,0.1,1,0
21826266,Cozy Manhattan private room @Excellent location,159027871,Chuhan,Manhattan,Upper West Side,40.80204,-73.96612,Private room,35,10,2,2018-05-26,0.11,1,0
21826282,Lovely room in West Harlem,80512824,Yoleni,Manhattan,Harlem,40.81855,-73.94447,Private room,46,1,5,2018-04-11,0.25,1,0
21826403,Elmhurst Braodway Apartment,120047243,馨惠,Queens,Elmhurst,40.73688,-73.87644,Private room,55,15,0,,,1,0
21827276,Cozy Minimalist Small Room in a Great Apartment,93011199,Marion,Brooklyn,Bedford-Stuyvesant,40.68588,-73.95551,Private room,50,1,24,2018-05-24,1.21,1,0
21827355,Big bedroom in CHINATOWN. Reserve before June 26th,89158733,Alex,Manhattan,Chinatown,40.71447,-73.99433,Private room,60,15,0,,,2,0
21827363,"BUSINESS OR SINGLE TRAVELLER BEDROOM, BEST IN NYC!",69124870,Ana Y Victor,Brooklyn,Williamsburg,40.70801,-73.95902,Private room,400,1,23,2019-06-18,1.36,4,77
21827433,"Huge, Cozy Brooklyn Duplex with Backyard",142662928,Nell,Brooklyn,Bedford-Stuyvesant,40.69292,-73.93463,Entire home/apt,160,5,0,,,1,0
21828071,Sunny Brownstone Apartment in Brooklyn,9127501,Elianna,Brooklyn,Crown Heights,40.67737,-73.94986,Private room,70,3,0,,,1,115
21828822,Bushwick room filled with character and antiques!,34692600,Mateo,Brooklyn,Bushwick,40.69608,-73.91973,Private room,45,2,1,2017-12-12,0.05,1,0
21828988,Beautiful Apartment @ Heart of the Upper West Side,6897051,Corey,Manhattan,Upper West Side,40.78558,-73.97703,Private room,340,2,0,,,2,362
21829006,Room: Minimalist Artist Loft Williamsburg,43490965,Nicole,Brooklyn,Bedford-Stuyvesant,40.69854,-73.94069,Private room,50,2,4,2018-01-01,0.21,1,0
21829161,Brooklyn Studio,35404558,Brian,Brooklyn,Bedford-Stuyvesant,40.68476,-73.95801,Private room,300,1,4,2018-06-23,0.2,1,0
21829714,GORGEOUS Apartment in Astoria - close to Manhattan,41813694,Caro,Queens,Ditmars Steinway,40.77853,-73.90934,Entire home/apt,95,3,8,2019-06-03,0.67,1,3
21829821,Spacious room apt. Manhattan near Times Square.,159150155,Ronak,Manhattan,Hell's Kitchen,40.76793,-73.98583,Private room,150,1,1,2017-11-21,0.05,1,0
21830694,A Piece of mind in the city,57882444,Antrice,Bronx,Allerton,40.85973,-73.86699,Entire home/apt,70,2,7,2018-01-02,0.36,1,0
21833222,Williamsburg Brooklyn Apartment - Modern & Chill,51032135,Catherine,Brooklyn,Greenpoint,40.72754,-73.95527,Private room,45,1,1,2018-06-06,0.08,1,0
21833559,Williamsburg Retreat - 2 Floors & private backyard,44761940,David,Brooklyn,Williamsburg,40.71544,-73.95075,Entire home/apt,280,2,19,2018-11-23,0.99,1,0
21833654,Cozy room in Financial District!,159014806,Laura,Manhattan,Financial District,40.71025,-74.00756,Private room,45,7,3,2017-12-15,0.15,1,0
21833755,Beautiful 1/1 in Murray Hill!,14760116,Adam,Manhattan,Murray Hill,40.7466,-73.97044,Entire home/apt,400,5,0,,,1,0
21834156,Central Park South Classic Junior Suite,34693688,Darwin Dion,Manhattan,Midtown,40.76411,-73.98074,Entire home/apt,400,3,0,,,1,0
21834484,Contemporary 3 Bedroom in Maspeth Queens,59749036,Lee,Queens,Maspeth,40.72609,-73.90112,Entire home/apt,245,2,93,2019-06-18,4.79,1,201
21834937,Beautiful & spacious room 15 mins to Manhattan,14540215,Merisa,Brooklyn,Bushwick,40.69834,-73.93436,Private room,50,14,1,2018-01-08,0.05,1,0
21835336,Dreamy Brooklyn Studio in Prospect Heights with AC,22630406,Andrea,Brooklyn,Prospect Heights,40.67376,-73.96433,Entire home/apt,125,2,14,2019-06-17,0.73,1,9
21835893,"Artist Flat, 5 min walk to Metro 30 mins from JFK",16356565,Shirley,Brooklyn,Flatbush,40.63435,-73.95027,Entire home/apt,95,2,41,2019-05-27,2.13,2,0
21836092,Kensington charmer,47343420,Jennifer,Brooklyn,Kensington,40.64407,-73.97428,Entire home/apt,150,2,10,2018-12-31,0.54,2,0
21836176,Bright Studio Alcove in Prime East Williamsburg,2233850,Brittney,Brooklyn,Williamsburg,40.70894,-73.94847,Entire home/apt,100,2,20,2019-06-10,1.08,1,0
21836315,Ultimate Pad in Prime Williamsburg with huge ktchn,128536016,Danny,Brooklyn,Williamsburg,40.7146,-73.96282,Entire home/apt,385,10,0,,,1,0
21836461,East Village apartment - available for December,9214999,Elsa,Manhattan,East Village,40.728,-73.98603,Entire home/apt,125,25,3,2017-11-19,0.15,1,0
21836784,Sun-Drenched 2 Bedroom Apt in Hamilton Heights,21046508,Linda May Han,Manhattan,Harlem,40.82502,-73.94919,Entire home/apt,100,12,0,,,1,0
21837063,Sunny Escape in Victorian Beverley Square West,122045009,Jeff,Brooklyn,Flatbush,40.6416,-73.96905,Private room,105,1,73,2019-06-06,3.95,1,139
21837620,"Huge Room, Modern Unit in Carroll Gardens",1703438,Josh,Brooklyn,Carroll Gardens,40.67574,-73.99783,Private room,59,5,1,2017-12-01,0.05,1,0
21838658,Private Room in Spacious Chelsea Loft,5111838,John,Manhattan,Chelsea,40.74661,-73.99245,Private room,99,7,19,2019-05-10,1.02,1,11
21838873,Brooklyn room,120437116,Melanie,Brooklyn,Red Hook,40.67896,-74.00518,Shared room,80,3,0,,,1,0
21838962,Quiet Park Slope Sanctuary,6874341,Charlotte,Brooklyn,Park Slope,40.67145,-73.97143,Entire home/apt,115,3,2,2018-06-18,0.11,1,0
21839021,Bushwick private 10 foot ceiling dwelling,131476075,Lakisha,Brooklyn,Bushwick,40.68637,-73.91159,Private room,53,2,19,2019-01-02,1.03,8,177
21839960,"Safe, Comfortable and Convenient",39346203,Amy,Queens,Forest Hills,40.72573,-73.85292,Private room,45,2,8,2018-01-14,0.4,1,0
21843831,"Cosy space,  30 min to Manhattan 15 Barclay Center",94214493,Dadrine,Brooklyn,East Flatbush,40.65532,-73.91793,Private room,80,7,1,2019-04-18,0.36,9,364
21844040,Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt,140433148,Lauren,Brooklyn,Bushwick,40.69634,-73.91323,Shared room,43,3,32,2019-06-16,1.86,3,104
21844210,"Large, sunny oasis in Manhattan",135554944,Stacey-Ann,Manhattan,Harlem,40.81088,-73.9441,Entire home/apt,275,2,2,2018-05-07,0.11,1,0
21844221,Charming & Cozy 1BR in Park Slope w/Outdoor Space,130623170,Aj,Brooklyn,Park Slope,40.68001,-73.97603,Entire home/apt,200,3,27,2019-06-24,2.67,1,336
21844377,In the heart of Chelsea and downtown,1317913,Lauren,Manhattan,Chelsea,40.74116,-74.00053,Private room,200,3,0,,,2,158
21844499,Cozy Central Park West Brownstone,1684573,Emily,Manhattan,Upper West Side,40.78624,-73.96952,Entire home/apt,96,3,2,2017-12-01,0.1,1,0
21844578,Sunny + Spacious Master Bedroom with Outdoor Deck,1349340,Noah,Brooklyn,Clinton Hill,40.68769,-73.96118,Private room,65,3,2,2018-09-30,0.19,2,0
21845154,Warm and cosy apartment in the heart of New York,4495261,Julien,Manhattan,East Village,40.72631,-73.98507,Entire home/apt,180,7,2,2018-09-09,0.11,1,0
21845187,Sunny Private Room in Stunning Williamsburg Loft,159312334,Simon,Brooklyn,Williamsburg,40.71078,-73.96359,Private room,95,8,0,,,1,13
21845780,Sky Cabin in Hell’s Kitchen! Steps to Times Square,5067783,Patrick,Manhattan,Hell's Kitchen,40.76564,-73.99118,Private room,125,1,53,2019-06-21,3.0,1,42
21846856,Sunny Private Room in a Cozy Shared Apartment,48735753,Amruta,Manhattan,Harlem,40.81589,-73.9446,Private room,36,2,0,,,1,0
21848241,Artsy and charming retreat in Lefferts Garden,41911368,Katie,Brooklyn,Prospect-Lefferts Gardens,40.65684,-73.96042,Private room,95,1,48,2019-06-23,2.63,2,77
21849210,Charming alcove studio in PRIME location!!,25814915,Ashley,Manhattan,East Village,40.72755,-73.98755,Entire home/apt,150,4,1,2017-11-19,0.05,1,0
21849509,Private Bedroom in Modern CondoTriplex,90541057,Taylor,Brooklyn,Crown Heights,40.67672,-73.92964,Private room,85,1,32,2018-09-09,1.62,1,0
21849942,One bedroom in the Village,23443666,Shachar,Manhattan,West Village,40.73494,-74.00228,Entire home/apt,190,7,1,2018-01-05,0.05,1,0
21850082,Amazing Quite & Cozy Room with Private Backyard!,159362106,Matan,Brooklyn,Williamsburg,40.71345,-73.95938,Private room,61,1,25,2019-06-26,1.27,1,7
21850183,Perfect apartment for 2 (in Manhattan),49661012,Nompakamiso,Manhattan,Upper East Side,40.77408,-73.95504,Entire home/apt,130,5,6,2019-05-13,0.33,1,7
21850364,Gorgeous loft by the Flatiron building,7018179,Hugo,Manhattan,Flatiron District,40.74044,-73.98777,Entire home/apt,180,5,4,2019-01-03,0.22,1,0
21850427,Bright Private Room in Brooklyn,6186498,Heeran,Queens,Ridgewood,40.69946,-73.90833,Private room,60,2,81,2019-07-05,4.1,1,34
21850834,Modern Touch.,159369488,Tara,Queens,Arverne,40.59686,-73.80262,Entire home/apt,200,2,18,2019-07-06,1.3,1,202
21851016,"Designer's private BR/Studio
+common kitch/bath",8869512,Antonio,Brooklyn,Crown Heights,40.67391,-73.95581,Private room,65,3,1,2018-04-02,0.06,1,0
21851100,Lincoln Center Studio,7724142,Christopher,Manhattan,Upper West Side,40.77562,-73.98756,Entire home/apt,1066,1,2,2019-01-01,0.2,1,365
21851228,"Clean, Comfy and Central Midtown Haven!",7709305,Sasha,Manhattan,Midtown,40.75393,-73.97316,Entire home/apt,200,2,29,2019-06-15,1.58,1,18
21851368,"Trendy, Chill & Comfy in Manhattan NYC",153025974,Kelsy,Manhattan,Washington Heights,40.84182,-73.93898,Entire home/apt,130,3,25,2019-06-22,1.36,1,155
21851390,East village apartment,158191137,Thomas,Manhattan,East Village,40.72863,-73.99008,Private room,70,3,8,2019-06-07,0.4,1,0
21851570,Studio In A New Building in Bedstuy,159379318,Heini,Brooklyn,Bedford-Stuyvesant,40.6797,-73.94361,Entire home/apt,95,7,4,2019-01-01,0.21,1,1
21851586,Experiencing NYC with Comforts of Home,158757567,Felix,Brooklyn,Park Slope,40.6749,-73.97593,Entire home/apt,400,3,42,2019-06-18,2.22,1,46
21851700,Perfect Manhattan Studio Apartment - Quiet Street,15907782,Chelsea,Manhattan,Chelsea,40.74031,-73.9986,Entire home/apt,150,3,9,2019-04-30,0.48,1,13
21851931,"Sunny modern loft studio, amazing Manhattan views",21816029,Melissa,Brooklyn,Greenpoint,40.72871,-73.95107,Entire home/apt,115,2,17,2019-02-24,0.86,1,0
21852060,Bright Brooklyn Apartment,50175698,Thiru,Brooklyn,Bedford-Stuyvesant,40.69108,-73.94492,Entire home/apt,80,5,1,2017-11-21,0.05,1,0
21852211,BEAUTIFUL MODERN DESIGNER LOFT with BATHTUB!,33658455,Alex,Manhattan,West Village,40.73642,-73.9992,Entire home/apt,345,3,61,2019-07-01,3.17,1,150
21852332,*Spacious NYC gem* Direct train to central sights!,18554823,Agnes,Manhattan,Marble Hill,40.87634,-73.90948,Entire home/apt,110,1,85,2019-06-26,4.4,1,52
21852466,Spacious private apartment by Columbia University,44514403,Stephanie,Manhattan,Morningside Heights,40.80414,-73.96576,Entire home/apt,150,2,23,2018-05-28,1.18,1,0
21853347,Suite Too at Bryant Manor,67069129,Kevin,Manhattan,Harlem,40.80934,-73.95457,Entire home/apt,265,2,65,2019-07-02,3.34,2,257
21857734,Williamsburg Private Room in 4 BR Apt off L train,20346657,Leah,Brooklyn,Williamsburg,40.70941,-73.93862,Private room,42,7,4,2019-03-25,0.22,1,53
21857913,136 Apt 3,159435936,Jonathan,Manhattan,Upper West Side,40.78834,-73.97215,Entire home/apt,95,15,5,2018-08-20,0.27,3,0
21859065,1 bedroom apartment in super central location,36757798,Nicky,Manhattan,West Village,40.73176,-74.00348,Entire home/apt,130,6,8,2019-01-02,0.41,1,0
21859249,"Cozy, bright and spacious 3BR apartment - Brooklyn",49213265,Mariana,Brooklyn,Crown Heights,40.67025,-73.93558,Entire home/apt,99,3,4,2019-05-12,0.22,1,0
21859359,Large Private Bedroom in Brooklyn (Bed-Stuy),23039272,Chahine,Brooklyn,Bedford-Stuyvesant,40.68214,-73.95477,Private room,51,1,1,2018-01-04,0.05,1,0
21859466,Luxurious sunny loft in the heart of Williamsburg,11844979,V,Brooklyn,Williamsburg,40.71769,-73.96339,Entire home/apt,300,3,20,2019-06-09,1.04,4,318
21859658,"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",3094754,Numi,Brooklyn,Sunset Park,40.65602,-74.00509,Entire home/apt,259,2,25,2019-06-17,1.3,2,355
21860011,Bright charming 2 bedroom in the heart of the LES,9572607,Nicole,Manhattan,Lower East Side,40.7235,-73.99096,Entire home/apt,250,2,5,2019-01-03,0.25,3,4
21860693,"Private room in bright, charming LES apartment",9572607,Nicole,Manhattan,Lower East Side,40.72291,-73.98915,Private room,71,1,5,2018-12-16,0.31,3,17
21861551,Brand-new Luxury apt. Stunning views by Penn st.,2431679,Danish,Manhattan,Chelsea,40.75117,-73.99305,Private room,155,2,7,2018-04-08,0.36,1,0
21861819,West Village Penthouse Studio,68550512,Steven,Manhattan,West Village,40.73738,-74.00012,Entire home/apt,135,4,39,2019-06-29,2.03,1,21
21862155,Kingsize bedroom in Harlem brownstone,8637211,Judie And Steven,Manhattan,Harlem,40.81919,-73.94554,Private room,89,1,105,2019-07-01,5.33,4,84
21862803,Beautiful  apt in great location,18405989,Guido,Brooklyn,Windsor Terrace,40.65281,-73.97298,Entire home/apt,150,7,0,,,1,0
21863385,tranquil house,88852894,Nando,Brooklyn,Sheepshead Bay,40.59664,-73.95301,Private room,250,2,0,,,1,178
21863411,Cozy Lower East Side 1-Bedroom,4950822,Matthew,Manhattan,Lower East Side,40.71952,-73.98495,Entire home/apt,150,2,0,,,1,0
21863836,Bogro.,24092147,Jon,Brooklyn,Bushwick,40.69186,-73.9221,Private room,75,2,1,2018-04-01,0.06,1,88
21864653,Cozy Room for Rent in South Slope,33435096,Francesca,Brooklyn,Sunset Park,40.6588,-73.99097,Private room,50,2,44,2019-06-28,2.29,1,298
21864747,Affordable & Sunny Bungalow in Prime Williamsburg,57291936,Rebecca,Brooklyn,Williamsburg,40.71568,-73.94415,Private room,70,2,16,2019-05-19,0.85,1,3
21865416,Midtown Manhattan Executive Suite,67349249,ResortShare,Manhattan,Midtown,40.76427,-73.98208,Entire home/apt,450,2,0,,,4,229
21865637,Maple Place,159494837,Hongye,Queens,Far Rockaway,40.59722,-73.75937,Private room,68,1,66,2019-07-02,3.54,1,51
21865904,Spacious room with private entrance.,133564044,Kaya,Brooklyn,Flatbush,40.6429,-73.95253,Private room,80,1,1,2018-01-01,0.05,1,0
21866923,1 bedroom at 190 east 7th street. Doorman,95175637,Curtis,Manhattan,East Village,40.72563,-73.98169,Private room,200,1,2,2018-10-28,0.1,1,0
21867029,Executive Suite near Central Park!,67349249,ResortShare,Manhattan,Midtown,40.76574,-73.98018,Entire home/apt,450,2,0,,,4,229
21867216,Metro Suite in Manhattan by Central Park/Time Sq,67349249,ResortShare,Manhattan,Midtown,40.76387,-73.98056,Entire home/apt,398,2,0,,,4,243
21867375,Metro Suite in Manhattan by Central Park/Time (2),67349249,ResortShare,Manhattan,Midtown,40.76443,-73.98152,Entire home/apt,398,2,0,,,4,243
21867440,"Charming, Cozy Apartment in the Heart of Bushwick!",29599980,Leslie,Brooklyn,Bushwick,40.70636,-73.91935,Entire home/apt,41,3,1,2018-01-01,0.05,1,0
21867598,Manhattan Luxury & Cozy Studio,130183779,Arianne,Manhattan,Financial District,40.70407,-74.00885,Entire home/apt,200,1,13,2019-07-07,0.67,1,1
21867710,Amazing room in the centre on Manhatten! Welcome!,159156636,,Manhattan,Hell's Kitchen,40.75668,-73.99097,Private room,120,1,89,2019-01-01,5.16,3,0
21867749,Quiet 1-2br Apartment in the heart of Little Italy,41874064,Sheba,Manhattan,Little Italy,40.71801,-73.9984,Entire home/apt,160,1,22,2019-06-19,1.12,2,23
21867771,Cozy private room in Artists' House in Bushwick.,43756609,Karina,Brooklyn,Bushwick,40.68682,-73.91189,Private room,55,1,2,2017-12-30,0.1,2,0
21868116,3333Broadway近哥大电梯公寓大楼,48056617,Huan,Manhattan,Harlem,40.82058,-73.95802,Private room,37,15,0,,,1,0
21868424,Prospect Heights Room,6938506,Karina,Brooklyn,Prospect Heights,40.67871,-73.9678,Private room,60,1,14,2019-06-10,0.71,1,0
21868427,Sleep on a Casper in the heart of Greenpoint,24559343,Taeho,Brooklyn,Greenpoint,40.72133,-73.94903,Entire home/apt,135,2,7,2019-05-26,0.36,1,2
21868813,1 Bedroom modern apartment in the heart of Astoria,120638903,Ioanna,Queens,Astoria,40.76543,-73.92248,Entire home/apt,95,6,2,2017-12-09,0.1,1,0
21868918,Beautifully Lit True Brooklyn Loft,159526448,Natasha,Brooklyn,Williamsburg,40.72192,-73.95597,Entire home/apt,350,2,16,2019-05-12,0.82,1,0
21868933,Gorgeous Home with Private Terrace: Union Square!,9282079,Justine,Manhattan,Gramercy,40.73581,-73.98918,Entire home/apt,245,4,12,2019-05-25,0.62,1,0
21869051,Comfy Apt in NYC Brownstone,97243693,Joyce,Manhattan,Murray Hill,40.74812,-73.97663,Entire home/apt,150,3,57,2019-07-01,3.07,2,49
21869057,Spacious 2-bedroom Apt in Heart of Greenpoint,11967922,Vishanti & Jeremy,Brooklyn,Greenpoint,40.72421,-73.95364,Entire home/apt,10,1,93,2019-07-01,4.73,1,32
21869167,Manhattan - Private Room - 1 mn Subway/Metro,57002433,Lucile,Manhattan,East Harlem,40.8001,-73.94081,Private room,69,1,77,2019-06-22,4.0,2,0
21869409,A Suite Stay,157842225,Tara,Manhattan,East Harlem,40.79999,-73.94233,Entire home/apt,250,3,62,2019-06-29,3.23,1,82
21869546,"Cozy jewel in Hamilton Heights!
Bedroom with bath",87814281,Sharon,Manhattan,Harlem,40.82978,-73.94823,Private room,88,1,3,2018-01-03,0.15,2,0
21870396,"Central Park, Columbus Circle, Time Warner O MY!",159540426,Kenneth,Manhattan,Hell's Kitchen,40.7676,-73.9855,Private room,200,1,1,2018-01-01,0.05,1,0
21871576,Prime location: abundant stores & transportation!,131993395,Shirley,Brooklyn,Flatlands,40.62857,-73.94071,Entire home/apt,160,2,53,2019-06-22,2.83,1,230
21875621,超级便利的豪华公寓次卧,125492013,祥茵,Queens,Elmhurst,40.7418,-73.8861,Private room,40,5,0,,,2,0
21876299,Lower East Side Studio Escape #4,158969505,Karen,Manhattan,Lower East Side,40.72083,-73.99308,Entire home/apt,150,30,1,2018-08-31,0.1,9,226
21877219,MINIMALISTIC APARTMENT/DECK IN HISTORIC BROWNSTONE,159587137,Wene,Brooklyn,Clinton Hill,40.69087,-73.96639,Entire home/apt,280,3,1,2019-05-03,0.44,2,343
21877231,Cruelty-free in Bushwick w/ backyard.,22095324,Chad Michael,Brooklyn,Bushwick,40.69566,-73.91611,Entire home/apt,65,5,42,2019-06-23,2.16,1,1
21877426,Huge Bright Designer Loft in Red Hook Brooklyn,4010826,Ken,Brooklyn,Red Hook,40.67787,-74.00764,Entire home/apt,150,10,2,2019-01-01,0.1,1,0
21877805,New & LEGAL 3BRs/2Bath/Parking near Subway & JFK,159592932,Alexandra,Brooklyn,East New York,40.66769,-73.88421,Entire home/apt,159,4,50,2019-06-20,2.57,1,89
21878080,Beautiful midtown apartment,120762452,Stanley,Manhattan,Murray Hill,40.74998,-73.97543,Entire home/apt,150,30,3,2018-11-30,0.21,50,365
21878449,Sun filled apartment in the heart of Brooklyn,2946041,Alex,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95362,Entire home/apt,195,3,0,,,1,0
21879516,2 Bedroom in the perfect location,5945683,Annie,Manhattan,Upper East Side,40.76384,-73.96355,Entire home/apt,200,4,3,2018-10-25,0.19,1,3
21879760,Huge Dumbo Loft,1377201,Jon,Brooklyn,Vinegar Hill,40.70152,-73.98407,Entire home/apt,100,30,2,2018-06-30,0.12,1,31
21880038,WeLive Wall Street -- 4 Bedroom,159610596,WeWork,Manhattan,Financial District,40.70458,-74.00755,Entire home/apt,425,1,127,2019-07-06,6.68,6,253
21880580,Spacious Garden Apt in Clinton Hill/Ft Greene,29478455,Mary,Brooklyn,Clinton Hill,40.69049,-73.96842,Entire home/apt,115,3,4,2019-01-17,0.21,1,2
21881602,One decent room in Upper West Side Manhattan!,83422323,Amon,Manhattan,Upper West Side,40.79454,-73.97541,Private room,50,1,14,2018-03-31,0.71,1,0
21881605,"Best location 3 bedroom, Times Square/Penn Station",159623005,Catherine,Manhattan,Hell's Kitchen,40.75597,-73.99494,Entire home/apt,412,30,0,,,1,0
21881709,Big room in Grand Central,7344277,Angelica,Manhattan,Midtown,40.75249,-73.97384,Private room,93,3,1,2017-11-21,0.05,1,0
21881810,CASA EVOL,3212890,Lisa,Manhattan,Midtown,40.76733,-73.98074,Entire home/apt,160,3,52,2019-06-26,2.66,1,27
21881963,Комната для пары,32168079,Ivan,Brooklyn,Sheepshead Bay,40.58788,-73.94955,Private room,50,180,0,,,3,155
21882745,"Large, sunny & modern Union Square 1-bedroom",22225590,Tina,Manhattan,East Village,40.73245,-73.98848,Entire home/apt,210,4,4,2019-04-26,0.39,1,0
21883309,NEW 2-Bedroom MODERN & CENTRALLY LOCATED APARTMENT,158444643,Alejandro,Manhattan,Hell's Kitchen,40.75453,-73.99526,Entire home/apt,250,3,57,2019-05-11,2.97,1,0
21883986,Cozy Room with queen size bed for 2,158710682,Cedar,Manhattan,Midtown,40.75298,-73.96912,Private room,90,1,0,,,3,221
